"run","order_index","D","S","R","rows_per_worker","O_i","B_i","bytes_per_worker","mode","variant","S_tile","iterations","timed_repetitions","warmup","worker_count","worker_list","affinity","affinity_error","affinity_succeeded","timed_repetitions_exact","avx2_supported","kernel_used","eviction_bytes","eviction_checksum","elapsed_seconds","mac_total","mac_per_second","checksum"
"3","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001302","8388608","64428600000","18446744073562895020"
"4","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001433","8388608","58538800000","18446744073562895020"
"4","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001744","8388608","48099800000","18446744073562895020"
"5","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000189","8388608","44384200000","18446744073562895020"
"5","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","7.76E-05","8388608","108101000000","18446744073562895020"
"6","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001275","8388608","65793000000","18446744073562895020"
"6","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000189","8388608","44384200000","18446744073562895020"
"7","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001834","8388608","45739400000","18446744073562895020"
"7","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","8.12E-05","8388608","103308000000","18446744073562895020"
"8","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001982","8388608","42324000000","18446744073562895020"
"8","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002231","8388608","37600200000","18446744073562895020"
"9","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003544","8388608","23669900000","18446744073562895020"
"9","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001341","8388608","62554900000","18446744073562895020"
"10","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001398","8388608","60004300000","18446744073562895020"
"10","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003185","8388608","26337900000","18446744073562895020"
"1","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003527","16777216","47568000000","18446744073562895020"
"1","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002214","16777216","75777900000","18446744073562895020"
"2","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001674","16777216","100222000000","18446744073562895020"
"2","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006219","16777216","26977400000","18446744073562895020"
"3","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004417","16777216","37983300000","18446744073562895020"
"3","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003503","16777216","47893900000","18446744073562895020"
"4","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000297","16777216","56488900000","18446744073562895020"
"4","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003457","16777216","48531100000","18446744073562895020"
"5","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0005764","16777216","29106900000","18446744073562895020"
"5","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001703","16777216","98515700000","18446744073562895020"
"6","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002307","16777216","72723100000","18446744073562895020"
"6","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003281","16777216","51134500000","18446744073562895020"
"7","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0005984","16777216","28036800000","18446744073562895020"
"7","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002722","16777216","61635600000","18446744073562895020"
"8","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003033","16777216","55315600000","18446744073562895020"
"8","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003661","16777216","45826900000","18446744073562895020"
"9","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000331","16777216","50686500000","18446744073562895020"
"9","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001652","16777216","101557000000","18446744073562895020"
"10","1","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002555","16777216","65664300000","18446744073562895020"
"10","2","512","4","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003573","16777216","46955500000","18446744073562895020"
"1","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006732","33554432","49843200000","18446744073562895020"
"1","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003391","33554432","98951400000","18446744073562895020"
"2","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003449","33554432","97287400000","18446744073562895020"
"2","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000675","33554432","49710300000","18446744073562895020"
"3","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006697","33554432","50103700000","18446744073562895020"
"3","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007429","33554432","45166800000","18446744073562895020"
"4","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0005033","33554432","66668800000","18446744073562895020"
"4","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006739","33554432","49791400000","18446744073562895020"
"5","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008255","33554432","40647400000","18446744073562895020"
"5","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003468","33554432","96754400000","18446744073562895020"
"6","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003692","33554432","90884200000","18446744073562895020"
"6","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000681","33554432","49272300000","18446744073562895020"
"7","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006601","33554432","50832300000","18446744073562895020"
"7","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003471","33554432","96670800000","18446744073562895020"
"8","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008011","33554432","41885400000","18446744073562895020"
"8","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000678","33554432","49490300000","18446744073562895020"
"9","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000946","33554432","35469800000","18446744073562895020"
"9","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003408","33554432","98457800000","18446744073562895020"
"10","1","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0005057","33554432","66352400000","18446744073562895020"
"10","2","512","4","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0010236","33554432","32780800000","18446744073562895020"
"1","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017571","67108864","38193000000","18446744073562895020"
"1","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007747","67108864","86625600000","18446744073562895020"
"2","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007","67108864","95869800000","18446744073562895020"
"2","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016607","67108864","40410000000","18446744073562895020"
"3","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013988","67108864","47976000000","18446744073562895020"
"3","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006797","67108864","98733100000","18446744073562895020"
"4","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0010643","67108864","63054500000","18446744073562895020"
"4","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013532","67108864","49592700000","18446744073562895020"
"5","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0014165","67108864","47376500000","18446744073562895020"
"5","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006866","67108864","97740800000","18446744073562895020"
"6","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006824","67108864","98342400000","18446744073562895020"
"6","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013463","67108864","49846900000","18446744073562895020"
"7","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0014321","67108864","46860500000","18446744073562895020"
"7","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006829","67108864","98270400000","18446744073562895020"
"8","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006757","67108864","99317500000","18446744073562895020"
"8","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.001329","67108864","50495800000","18446744073562895020"
"9","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0024535","67108864","27352300000","18446744073562895020"
"9","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012463","67108864","53846500000","18446744073562895020"
"10","1","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006774","67108864","99068300000","18446744073562895020"
"10","2","512","4","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013314","67108864","50404700000","18446744073562895020"
"1","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0058718","134217728","22858000000","18446744073562895020"
"1","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0027446","134217728","48902500000","18446744073562895020"
"2","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0021009","134217728","63885800000","18446744073562895020"
"2","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0034331","134217728","39095200000","18446744073562895020"
"3","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0052407","134217728","25610600000","18446744073562895020"
"3","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.00196","134217728","68478400000","18446744073562895020"
"4","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0015678","134217728","85609000000","18446744073562895020"
"4","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0033997","134217728","39479300000","18446744073562895020"
"5","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026961","134217728","49782200000","18446744073562895020"
"5","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0019574","134217728","68569400000","18446744073562895020"
"6","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0014105","134217728","95156100000","18446744073562895020"
"6","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026545","134217728","50562300000","18446744073562895020"
"7","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0042797","134217728","31361500000","18446744073562895020"
"7","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017173","134217728","78156200000","18446744073562895020"
"8","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013911","134217728","96483200000","18446744073562895020"
"8","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026865","134217728","49960100000","18446744073562895020"
"9","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0038233","134217728","35105200000","18446744073562895020"
"9","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012906","134217728","103996000000","18446744073562895020"
"10","1","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0018061","134217728","74313600000","18446744073562895020"
"10","2","512","4","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0059216","134217728","22665800000","18446744073562895020"
"1","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003105","16777216","54032900000","18446744072986663060"
"1","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001988","16777216","84392400000","18446744072986663060"
"2","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001798","16777216","93310400000","18446744072986663060"
"2","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000319","16777216","52593200000","18446744072986663060"
"3","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003234","16777216","51877600000","18446744072986663060"
"3","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001401","16777216","119752000000","18446744072986663060"
"4","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001376","16777216","121927000000","18446744072986663060"
"4","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0011005","16777216","15245100000","18446744072986663060"
"5","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000295","16777216","56871900000","18446744072986663060"
"5","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002155","16777216","77852500000","18446744072986663060"
"6","1","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002321","16777216","72284400000","18446744072986663060"
"6","2","512","8","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004643","16777216","36134400000","18446744072986663060"
