"campaign","campaign_repeat","invocation","D","S","R","O_i","B_i","rows_per_worker","bytes_per_worker","mode","variant","S_tile","iterations","timed_repetitions","warmup","worker_count","worker_list","affinity","affinity_error","affinity_succeeded","timed_repetitions_exact","avx2_supported","kernel_used","eviction_bytes","eviction_checksum","elapsed_seconds","mac_total","mac_per_second","checksum"
"main","1","188","512","4","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0048558","167772160","3.45509e+10","1771619293"
"main","1","189","512","4","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0149995","335544320","2.23704e+10","2433271104"
"main","1","190","512","4","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0197381","335544320","1.69998e+10","1894918923"
"main","1","191","512","4","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0169785","335544320","1.97629e+10","2433271104"
"main","1","192","512","4","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0103241","335544320","3.25011e+10","1894918923"
"main","1","193","512","4","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0336423","671088640","1.99478e+10","2433271104"
"main","1","194","512","4","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0348691","671088640","1.92459e+10","18446744072217627122"
"main","1","195","512","4","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.021272","671088640","3.1548e+10","2433271104"
"main","1","196","512","4","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0308019","671088640","2.17872e+10","18446744072217627122"
"main","1","197","512","8","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0034154","83886080","2.45611e+10","1344005558"
"main","1","198","512","8","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0088681","83886080","9.45931e+09","1344005558"
"main","1","199","512","8","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0049402","83886080","1.69803e+10","1344005558"
"main","1","200","512","8","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0061702","83886080","1.35954e+10","1344005558"
"main","1","201","512","8","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0122069","167772160","1.3744e+10","1344005558"
"main","1","202","512","8","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0106577","167772160","1.57419e+10","5391324698"
"main","1","203","512","8","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0127679","167772160","1.31402e+10","1344005558"
"main","1","204","512","8","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0050117","167772160","3.34761e+10","5391324698"
"main","1","205","512","8","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0254446","335544320","1.31873e+10","1344005558"
"main","1","206","512","8","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0213515","335544320","1.57153e+10","7439516418"
"main","1","207","512","8","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.013274","335544320","2.52783e+10","1344005558"
"main","1","208","512","8","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0159593","335544320","2.1025e+10","7439516418"
"main","1","209","512","8","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0466298","671088640","1.43918e+10","1344005558"
"main","1","210","512","8","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0278854","671088640","2.40659e+10","18446744070912557479"
"main","1","211","512","8","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0291193","671088640","2.30462e+10","1344005558"
"main","1","212","512","8","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0201401","671088640","3.3321e+10","18446744070912557479"
"main","1","213","512","8","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0656419","1342177280","2.0447e+10","1344005558"
"main","1","214","512","8","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0849622","1342177280","1.57973e+10","18446744071836486043"
"main","1","215","512","8","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0556968","1342177280","2.40979e+10","1344005558"
"main","1","216","512","8","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0525433","1342177280","2.55442e+10","18446744071836486043"
"main","1","217","512","16","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.011034","167772160","1.5205e+10","18446744070659756371"
"main","1","218","512","16","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0074149","167772160","2.26264e+10","18446744070659756371"
"main","1","219","512","16","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0051234","167772160","3.27463e+10","18446744070659756371"
"main","1","220","512","16","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.005043","167772160","3.32683e+10","18446744070659756371"
"main","1","221","512","16","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0139621","335544320","2.40325e+10","18446744070659756371"
"main","1","222","512","16","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0122162","335544320","2.74672e+10","16726293068"
"main","1","223","512","16","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0111458","335544320","3.0105e+10","18446744070659756371"
"main","1","224","512","16","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0119439","335544320","2.80934e+10","16726293068"
"main","1","225","512","16","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0273412","671088640","2.4545e+10","18446744070659756371"
"main","1","226","512","16","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0263298","671088640","2.54878e+10","13200890138"
"main","1","227","512","16","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0323657","671088640","2.07346e+10","18446744070659756371"
"main","1","228","512","16","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0254587","671088640","2.63599e+10","13200890138"
"main","1","229","512","16","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0706794","1342177280","1.89897e+10","18446744070659756371"
"main","1","230","512","16","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0701787","1342177280","1.91251e+10","6734433848"
"main","1","231","512","16","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0525349","1342177280","2.55483e+10","18446744070659756371"
"main","1","232","512","16","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0517477","1342177280","2.59369e+10","6734433848"
"main","1","233","512","16","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.139152","2684354560","1.92908e+10","18446744070659756371"
"main","1","234","512","16","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.14589","2684354560","1.83999e+10","18446744066805120955"
"main","1","235","512","16","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.120235","2684354560","2.23259e+10","18446744070659756371"
"main","1","236","512","16","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.116602","2684354560","2.30215e+10","18446744066805120955"
"main","1","237","512","1","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0019849","13107200","6.60346e+09","64670729"
"main","1","238","512","1","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0037089","13107200","3.53399e+09","64670729"
"main","1","239","512","1","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012864","13107200","1.01891e+10","64670729"
"main","1","240","512","1","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007198","13107200","1.82095e+10","64670729"
"main","1","241","512","1","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.004411","26214400","5.94296e+09","64670729"
"main","1","242","512","1","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0041031","26214400","6.38893e+09","754139901"
"main","1","243","512","1","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017628","26214400","1.48709e+10","64670729"
"main","1","244","512","1","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016064","26214400","1.63187e+10","754139901"
"main","1","245","512","1","4","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0061092","52428800","8.58194e+09","64670729"
"main","1","246","512","1","4","1280,1280,1280,1280","2621440,2621440,2621440,2621440","1280,1280,1280,1280","2621440,2621440,2621440,2621440","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.005971","52428800","8.78057e+09","18446744073165017443"
"main","1","247","512","1","4","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.002777","52428800","1.88797e+10","64670729"
"main","1","248","512","1","4","1280,1280,1280,1280","2621440,2621440,2621440,2621440","1280,1280,1280,1280","2621440,2621440,2621440,2621440","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0021956","52428800","2.3879e+10","18446744073165017443"
"main","1","249","512","1","8","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0096617","104857600","1.08529e+10","64670729"
"main","1","250","512","1","8","1280,1280,1280,1280","5242880,5242880,5242880,5242880","1280,1280,1280,1280","5242880,5242880,5242880,5242880","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.009593","104857600","1.09306e+10","18446744072504415719"
"main","1","251","512","1","8","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0033656","104857600","3.11557e+10","64670729"
"main","1","252","512","1","8","1280,1280,1280,1280","5242880,5242880,5242880,5242880","1280,1280,1280,1280","5242880,5242880,5242880,5242880","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0046672","104857600","2.24669e+10","18446744072504415719"
"main","1","253","512","1","16","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.018372","209715200","1.14149e+10","64670729"
"main","1","254","512","1","16","1280,1280,1280,1280","10485760,10485760,10485760,10485760","1280,1280,1280,1280","10485760,10485760,10485760,10485760","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0213105","209715200","9.84093e+09","18446744073589481914"
"main","1","255","512","1","16","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0093697","209715200","2.23823e+10","64670729"
"main","1","256","512","1","16","1280,1280,1280,1280","10485760,10485760,10485760,10485760","1280,1280,1280,1280","10485760,10485760,10485760,10485760","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0078923","209715200","2.65721e+10","18446744073589481914"
"main","1","257","512","2","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0056103","26214400","4.67255e+09","312469535"
"main","1","258","512","2","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0025339","26214400","1.03455e+10","312469535"
"main","1","259","512","2","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013499","26214400","1.94195e+10","312469535"
"main","1","260","512","2","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0014113","26214400","1.85746e+10","312469535"
"main","1","261","512","2","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.004963","52428800","1.05639e+10","312469535"
"main","1","262","512","2","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0119002","52428800","4.40571e+09","1128515030"
"main","1","263","512","2","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026562","52428800","1.97383e+10","312469535"
"main","1","264","512","2","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0023545","52428800","2.22675e+10","1128515030"
"main","1","265","512","2","4","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.007488","104857600","1.40034e+10","312469535"
"main","1","266","512","2","4","1280,1280,1280,1280","2621440,2621440,2621440,2621440","1280,1280,1280,1280","2621440,2621440,2621440,2621440","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0084937","104857600","1.23453e+10","276028611"
"main","1","267","512","2","4","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0049921","104857600","2.10047e+10","312469535"
"main","1","268","512","2","4","1280,1280,1280,1280","2621440,2621440,2621440,2621440","1280,1280,1280,1280","2621440,2621440,2621440,2621440","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.003231","104857600","3.24536e+10","276028611"
"main","1","269","512","2","8","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0187993","209715200","1.11555e+10","312469535"
"main","1","270","512","2","8","1280,1280,1280,1280","5242880,5242880,5242880,5242880","1280,1280,1280,1280","5242880,5242880,5242880,5242880","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.014349","209715200","1.46153e+10","1893773"
"main","1","271","512","2","8","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0114196","209715200","1.83645e+10","312469535"
"main","1","272","512","2","8","1280,1280,1280,1280","5242880,5242880,5242880,5242880","1280,1280,1280,1280","5242880,5242880,5242880,5242880","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0111989","209715200","1.87264e+10","1893773"
"main","1","273","512","2","16","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0279667","419430400","1.49975e+10","312469535"
"main","1","274","512","2","16","1280,1280,1280,1280","10485760,10485760,10485760,10485760","1280,1280,1280,1280","10485760,10485760,10485760,10485760","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0288967","419430400","1.45148e+10","209099342"
"main","1","275","512","2","16","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0157388","419430400","2.66495e+10","312469535"
"main","1","276","512","2","16","1280,1280,1280,1280","10485760,10485760,10485760,10485760","1280,1280,1280,1280","10485760,10485760,10485760,10485760","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.017996","419430400","2.33069e+10","209099342"
"main","1","277","512","4","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0046577","52428800","1.12564e+10","1672557422"
"main","1","278","512","4","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026175","52428800","2.00301e+10","1672557422"
"main","1","279","512","4","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0036327","52428800","1.44325e+10","1672557422"
"main","1","280","512","4","1","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0020112","52428800","2.60684e+10","1672557422"
"main","1","281","512","4","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0042175","104857600","2.48625e+10","1672557422"
"main","1","282","512","4","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0056063","104857600","1.87035e+10","18446744072295582924"
"main","1","283","512","4","2","1280,1280,1280,1280","655360,655360,655360,655360","1280,1280,1280,1280","655360,655360,655360,655360","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0040725","104857600","2.57477e+10","1672557422"
"main","1","284","512","4","2","1280,1280,1280,1280","1310720,1310720,1310720,1310720","1280,1280,1280,1280","1310720,1310720,1310720,1310720","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0038933","104857600","2.69328e+10","18446744072295582924"
