probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes,m,K,depth,variant,iterations,repetitions,warmup,logical_cpu_index,processor_group,group_processor_index,affinity_succeeded,affinity_error,eviction_bytes,elapsed_seconds,mac_count,mac_per_second,checksum
scalar_q4,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,2,1,6,0,6,true,0,0,0.0107341,67108864,6251932066.9641609,25772.818359375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,C,1,2,1,6,0,6,true,0,67108864,0.061080599999999999,67108864,1098693595.0203502,29149.37890625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,A,1,2,1,7,0,7,true,0,0,0.00029080000000000002,1677312,5767922971.1141672,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,B,1,2,1,7,0,7,true,0,0,0.00026860000000000002,1677312,6244646314.2218904,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,C,1,2,1,7,0,7,true,0,67108864,0.0002656,1677312,6315180722.8915663,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,A,1,2,1,7,0,7,true,0,0,0.00053240000000000004,3354624,6300946656.6491356,1984.3802490234375
scalar_q4,avx2,avx2,true,true,512,524160,1048320,1638,512,2,B,1,2,1,7,0,7,true,0,0,0.00065720000000000004,3354624,5104418746.1959829,1352.0919189453125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,C,1,2,1,7,0,7,true,0,67108864,0.0038719000000000002,3354624,866402541.38794899,1984.3804931640625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,2,1,7,0,7,true,0,0,0.0010853,6709248,6181929420.4367456,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,2,1,7,0,7,true,0,0,0.0010834,6709248,6192770906.4057598,2610.9716796875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,C,1,2,1,7,0,7,true,0,67108864,0.011826400000000001,6709248,567311100.58851385,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,2,1,7,0,7,true,0,0,0.0021448999999999999,13418496,6256000745.9555225,7937.49169921875
scalar_q4,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,2,1,7,0,7,true,0,0,0.0021461000000000002,13418496,6252502679.2786913,4906.61328125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,C,1,2,1,7,0,7,true,0,67108864,0.0257708,13418496,520686047.77500117,7937.4921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,2,1,7,0,7,true,0,0,0.0042820000000000002,26836992,6267396543.6711817,15874.96484375
scalar_q4,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,2,1,7,0,7,true,0,0,0.0042874000000000002,26836992,6259502728.9266214,9914.1044921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,C,1,2,1,7,0,7,true,0,67108864,0.053121500000000002,26836992,505200192.01265025,15874.96484375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,A,1,2,1,7,0,7,true,0,0,0.00053419999999999997,3354624,6279715462.3736429,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,B,1,2,1,7,0,7,true,0,0,0.00059420000000000002,3354624,5645614271.2891283,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,C,1,2,1,7,0,7,true,0,67108864,0.00053450000000000004,3354624,6276190832.5537882,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,A,1,2,1,7,0,7,true,0,0,0.0010754,6709248,6238839501.5808067,2543.335205078125
scalar_q4,avx2,avx2,true,true,1024,1048320,2096640,3276,512,2,B,1,2,1,7,0,7,true,0,0,0.0010689,6709248,6276777996.0707264,2627.178955078125
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,C,1,2,1,7,0,7,true,0,67108864,0.0046227999999999998,6709248,1451338582.6771655,2543.33544921875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,2,1,7,0,7,true,0,0,0.0021432999999999999,13418496,6260670928.0082121,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,2,1,7,0,7,true,0,0,0.0021603999999999998,13418496,6211116459.9148312,4776.06005859375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,C,1,2,1,7,0,7,true,0,67108864,0.0135254,13418496,992096056.30887067,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,2,1,7,0,7,true,0,0,0.0043057,26836992,6232898715.6559906,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,2,1,7,0,7,true,0,0,0.0042551999999999998,26836992,6306869712.3519459,10697.712890625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,C,1,2,1,7,0,7,true,0,67108864,0.0274621,26836992,977237429.03856587,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,2,1,7,0,7,true,0,0,0.0085876000000000008,53673984,6250172807.3035536,20346.6015625
scalar_q4,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,2,1,7,0,7,true,0,0,0.0086035999999999994,53673984,6238549444.4186163,20986.685546875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,C,1,2,1,7,0,7,true,0,67108864,0.0597122,53673984,898878018.22743094,20346.6015625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,A,1,2,1,7,0,7,true,0,0,0.00067739999999999999,4194304,6191768526.7198114,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,B,1,2,1,7,0,7,true,0,0,0.00066929999999999995,4194304,6266702525.0261469,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,C,1,2,1,7,0,7,true,0,67108864,0.00069209999999999996,4194304,6060257188.2675915,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,A,1,2,1,7,0,7,true,0,0,0.001343,8388608,6246171258.3767681,3643.71337890625
scalar_q4,avx2,avx2,true,true,1280,1310720,2621440,4096,512,2,B,1,2,1,7,0,7,true,0,0,0.0013391,8388608,6264362631.6182508,3653.72900390625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,C,1,2,1,7,0,7,true,0,67108864,0.0050368000000000001,8388608,1665463786.5311308,3643.713623046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,2,1,7,0,7,true,0,0,0.0026703999999999999,16777216,6282660275.6141405,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,2,1,7,0,7,true,0,0,0.0026605000000000001,16777216,6306038714.5273447,6311.69873046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,C,1,2,1,7,0,7,true,0,67108864,0.012176299999999999,16777216,1377858298.4979017,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,2,1,7,0,7,true,0,0,0.0053220999999999997,33554432,6304735348.8284702,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,2,1,7,0,7,true,0,0,0.0054048999999999998,33554432,6208150382.0607233,13369.3076171875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,C,1,2,1,7,0,7,true,0,67108864,0.030513100000000001,33554432,1099672992.9112413,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,2,1,7,0,7,true,0,0,0.010745299999999999,67108864,6245415577.0429869,29149.37890625
scalar_q4,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,2,1,7,0,7,true,0,0,0.0107254,67108864,6257003375.1654949,25772.818359375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,C,1,2,1,7,0,7,true,0,67108864,0.065495399999999995,67108864,1024634768.243266,29149.37890625
