probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes_per_worker,m,K,depth,variant,iterations,repetitions,warmup,worker_count,logical_cpu_indices,all_affinity_succeeded,affinity_error,batch_elapsed_seconds,batch_mac_count,batch_mac_per_second,checksum_sum,batch_repeat,variant_order
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.019756800000000001,429391872,21733877551.020405,171163.390625,3,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.037006699999999997,858783744,23206169261.241886,325545.625,3,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.039467099999999998,858783744,21759484329.986244,335786.96875,3,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.012501,268435456,21473118630.50956,116599.0546875,3,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.014969100000000001,268435456,17932638301.567894,100987.1796875,3,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.024015499999999999,536870912,22355183610.584831,233197.46875,3,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.027472,536870912,19542476412.347118,213908.90625,3,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.049232600000000001,1073741824,21809569756.624676,466390.03125,3,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.051624799999999998,1073741824,20798953681.176491,412365.0625,3,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,523520,409,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0012147,26804224,22066538239.894623,12945.8515625,4,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0013519000000000001,26804224,19827075967.157333,10282.1318359375,4,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,1047040,409,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0024026999999999998,53608448,22311752611.645233,19127.5078125,4,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0025439,53608448,21073331498.879673,20564.291015625,4,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,2094080,409,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0049798999999999998,107216896,21529929516.656963,42991.58984375,4,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0051405000000000001,107216896,20857289368.738449,41128.53125,4,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,785920,614,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0023519000000000001,40239104,17109190016.582336,21678.3203125,4,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0018021999999999999,40239104,22327768283.209412,23904.3125,4,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,1571840,614,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0034359999999999998,80478208,23422062863.795113,33850.625,4,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0035980999999999999,80478208,22366862510.769573,47808.6875,4,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,3143680,614,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0074162999999999998,160956416,21703061634.507774,65171.0234375,4,1
